"PMID","PMCID","DOI","Publisher","Owned by","ISSN","Journal Impact Factor","Journal title","Hybrid or Pure OA?","Article title","Citations Google Scholar","Altmetric score","CC licence type","Is article Open Access?","Cost","Contributor","Notes"
,"PMC2779337",,"Elsevier","Elsevier","1089-8603",,"Nitric Oxide",,"What is the real physiological NO concentration in vivo?",,,,,"2,220.99",,
22427438,"PMC3696174",,"Springer",,"0393-2990",,"European Journal of Epidemiology",,"High life in the sky? Mortality by floor of residence in Switzerland",,,,,"2,220.90",,
,,,"Elsevier","Elsevier","0969-9961",,"Neurobiology of Disease",,"The val158met COMT polymorphism's effect on atrophy in healthy aging and Parkinson's disease",,,,,"2,218.55",,
22088887,"PMC3223522",,"Elsevier","Elsevier",,,"Stem Cell Research",,"Density of human bone marrow stromal cells regulates commitment to vascular lineages",,,,,"2,215.76",,
23335053,,,"Elsevier","Elsevier",,,"Mol Bio",,"Sirtuins of parasitic protozoa: in search of function(s)",,,,,"2,215.00",,
23825230,,,"Society for Neuroscience",,"0270-6474",,"Journal of Neuroscience",,"A distinct contribution of short wavelength sensitive cones to light evoked activity in the mouse pretectal olivary nucleus (PON)",,,,,"2,214.66",,
,"PMC3051108",,"Elsevier","Elsevier",,,"Behavior Research and rapy",,"Clarifying boundaries of binge eating diorder and pyschiatric comorbidity: a latent sturcture analysis",,,,,"2,212.09",,
,"PMC3648684",,"Springer",,"0012-186X",,"Diabetologia",,"Colocalisation and secretion of glucagon-like peptide-1 and peptide YY from promary cultutred human L-cells",,,,,"2,211.52",,
22750516,"PMC3710569",,"Springer",,"0093-7711",,"Immunogenetics",,"The peptide motif of the single dominantly-expressed class I molecule of the chicken MHC can explain the response to a molecular defined vaccine of infectious bursal disease virus (IBDV)",,,,,"2,211.52",,
23303209,,,"Springer",,"0340-5354",,"Journal of Neurology",,"Discrete gait characterisitcs are associated with m.3243A>G and m.8344A>G variants of mitochondrial disease and its pathological consequences",,,,,"2,209.76",,
,"PMC3849851",,"Elsevier","Elsevier","0922-3444",,"Elsevier",,"Birth status, childgrowth nd adult outcomes in low and middle income countries",,,,,"2,198.03",,
23371065,"PMC3437440",,"Elsevier","Elsevier","0022-2836",3.91,"Journal of Molecular Biology",,"Selective Deactivation of Serum IgG: A General Strategy for the Enhancement of Monoclonal Antibody Receptor Interactions",,,,,"2,192.89",,
23195034,"PMC3580047",,"Wiley-Blackwell",,"0364-5134",,"Annals of Neurology",,"Mitochondrial DNA deletions and neurodegeneration in multiple sclerosis",,,,,"2,184.22",,
,"PMC3612708",,"Wiley-Blackwell","British Pharmacological Society","0306-5251",,"British Journal of Clinical Pharmacology",,"Human stem cell-derived astrocytes and their application to studying Nrf2-mediated neuroprotective pathways and therapeutics in neurodegeneration",,,,,"2,184.22",,
,"PMC3650558",,"Elsevier (Cell Press)","Elsevier","1074-5521",6.16,"Chemistry & Biology","Hybrid","A Yeast Chemical Genetic Screen Identifies Inhibitors of Human Telomerase",,,,,"2,184.22",,
,"PMC3795443",,"Wiley-Blackwell",,"0014-3820",,"Evolution",,"Spite versus cheats: competition among social strategies shapes virulence in Pseudomonas aeruginosa",,,,,"2,184.22",,
23627368,"PMC3580049",,"Wiley-Blackwell",,"0894-1491",,"Glia",,"Injury and differentiation following inhibition of mitochondrial respiratory chain complex IV in rat oligodendrocytes",,,,,"2,184.22",,
23178227,"PMC3557719","10.1111/j.1471-4159.2011.07330.x","Wiley-Blackwell","International Society for Neurochemistry","1471-4159",3.97,"Journal of Neurochemistry",,"Pituitary adenylate cyclase-activating peptide induces long-lasting neuroprotection through the induction of activity-dependent signaling via the cyclic AMP response element-binding protein-regulated transcription co-activator 1",,,,"Yes","2,184.22","Michelle Brook","Copyright © 2011 The Authors. Journal of Neurochemistry © 2011 International Society for Neurochemistry
Re-use of this article is permitted in accordance with the Creative Commons Deed, Attribution 2.5, which does not permit commercial exploitation.'"
23170778,"PMC3557716","10.1111/jnc.12058","Wiley-Blackwell","International Society for Neurochemistry","1471-4159",3.97,"Journal of Neurochemistry",,"SMRT-mediated co-shuttling enables export of class IIa HDACs independent of their CaM kinase phosphorylation sites",,,,"Yes","2,184.22","Michelle Brook","Copyright © 2013 International Society for Neurochemistry, Re-use of this article is permitted in accordance with the Creative Commons Deed, Attribution 2.5, which does not permit commercial exploitation."
,"PMC3753647",,"Oxford University Press","Oxford University Press","1362-4962",8.28,"Nucleic Acids Research","Pure OA","Impact of Target Site Distribution for Type I Restriction Enzymes on the Evolution of Methicillin Resistant Staphylococcus aureus (MRSA) Populations",,,,,"2,184.00",,
23517310,"PMC3397259",,"Elsevier (Cell Press)","The American Society of Human Genetics","0002-9297",10.6,"American Journal of Human Genetics","Hybrid","Mutations in DPAGT1 Cause a Limb-Girdle Congenital Myasthenic Syndrome with Tubular Aggregates",,,,,"2,181.09",,
,"PMC3405529",,"Elsevier","Elsevier","1434-4610",,"Protist",,"A Trypanosoma brucei protein required for maintenance of the flagellum attachment zone and flagellar pocket ER domains",,,,,"2,177.87",,
23542035,"PMC3778978",,"Elsevier","Elsevier","0922-3444",,"Elsevier",,"The role of self-structure and self-certainty in social anxiety",,,,,"2,174.85",,
,"PMC3502866",,"Elsevier","Elsevier","0015-0282",,"Fertility and Sterility",,"Is early age at menarche a risk factor for endometriosis? A systematic review and meta-analysis of case-control studies.",,,,,"2,169.98",,
23500098,"PMC3743159",,"Wiley-Blackwell","ChemMedChem","1860-7179",,"ChemMedChem",,"Synthesis and structure-activity relationship studies of derivatives of the dual aromatase-sulfatase inhibitor 4-{[(4-cyanophenyl)(4H-1,2,4-triazol-4-yl)amino]methyl}phenyl sulfamate.",,,,,"2,168.05",,
,"PMC3470038",,"Elsevier","Elsevier","0166-0934",,"Journal of Virological Methods",,"A plate-based high-throughput assay for virus stability and vaccine formulation.",,,,,"2,165.92",,
22749909,"PMC3792637",,"Wiley-Blackwell","ChemPubSoc Europe","1439-4227",3.74,"ChemBioChem",,"tructural insights into the recovery of aidolase activity in N-acetyl neuraminic acid lyase by replacement of the catelytically active lysine with gamma-thialysin using a chemical mutagenisis strategy",,,,,"2,153.41",,
23650598,"PMC3381227",,"Elsevier","Elsevier","0922-3444",,"Elsevier",,"Age related changes in microglial phenotype vary between CNS regions: grey versus white matter differences.",,,,,"2,152.76",,
23772376,"PMC3631116",,"Springer",,"1523-3804",,"Current Atherosclerosis Reports",,"Modulation of 11β-Hydroxysteroid Dehydrogenase as a Strategy to Reduce Vascular Inflammation",,,,,"2,147.11",,
,"PMC3476528",,"Elsevier","Elsevier","0014-5793",,"FEBS Letters",,"Concerted action of the PHD, chromo and motor domains regulates the human chromatin remodelling ATPase CHD4.",,,,,"2,143.17",,
19260965,"PMC3706957",,"Bentham",,"1573-4110",,"Current Analytical Chemistry",,"Ion mobility spectrometry-mass spectrometry of intrinsically unfolded proteins: trying to put order into disorder",,,,,"2,142.99",,
,"PMC3314969",,"Elsevier","Elsevier","0006-3223",,"Biological Psychiatry",,"COMT Val158Met Genotyp Determines the Direction of Cognitive Effects Produced by Catechol-O-Methyltrasferse Inhibition",,,,,"2,142.93",,
20345377,"PMC3459091",,"Elsevier","Elsevier","1053-8119",6.25,"Neuroimage","Hybrid","Consistency and interpretation of changes in millimeter-scale cortical intrinsic curvature across three independent datasets in schizophrenia",,,,,"2,142.80",,
21718982,"PMC3562439",,"Elsevier","Elsevier","0028-3932",3.48,"Neurophysiologia",,"Time, action and psychosis: Using subjective time to investigate the effects of ketamine on sense of urgency",,,,,"2,142.80",,
22657249,,,"Karger",,,,"Respiration",,"Mesenchymal Stem Cells As Vectors For Lung Cancer Therapy",,,,,"2,134.67",,
22728052,"PMC3109261",,"Springer",,,,"Journal of Inherited Metabolic",,"Structural basis of fumarate hydratase deficiency",,,,,"2,127.68",,
23608463,"PMC2877799",,"Elsevier","Elsevier","1053-8119",6.25,"Neuroimage","Hybrid","Action selection: a race model for selected and non-selected actions distinguishes the contribution of premotor and prefrontal areas",,,,,"2,118.57",,
23450069,"PMC3782194",,"Karger",,"1660-2137",,"Nephron Physiology",,"Nephrocalcinosis (Enamel Renal Syndrome) caused by autosomal recessive FAM20A mutations",,,,,"2,110.15",,
23801975,"PMC3655688",,"Society for Neuroscience",,"0270-6474",,"Journal of Neuroscience",,"Depletion of perineuronal nets enhances recognition memory and long-term depression in the perirhinal cortex",,,,,"2,104.22",,
23801945,"PMC3021391",,"Elsevier","Elsevier","1053-8119",6.25,"Neuroimage","Hybrid","Dynamic causal modelling of effective connectivity from fMRI: are results reproducible and sensitive to Parkinson's disease and its treatment?",,,,,"2,100.54",,
23801946,"PMC3526858",,"Portland Press","Biochemical Society (UK)","0264-6021",,"Biochemical Journal","Hybrid","Characterization of Staphylococcus aureus EssB, an integral membrane component of the Type VII secretion system: atomic resolution crystal structure of the cytoplasmic segment.",,,,,"2,100.00",,
23772204,"PMC3631101",,"Portland Press","Biochemical Society (UK)","0264-6021",,"Biochemical Journal","Hybrid","The AMPK-related kinase SIK2 is regulated by cAMP via phosphorylation at Ser358 in adipocytes",,,,,"2,100.00",,
23248579,"PMC3542821",,"Portland Press","Biochemical Society (UK)","0264-6021",,"Biochemical Journal","Hybrid","CFTR mutations altering CFTR fragmentation",,,,,"2,100.00",,
22796629,,,"Portland Press","Biochemical Society (UK)","0264-6021",,"Biochemical Journal","Hybrid","The proteasome cap RPT5/Rpt5p subunit prevents aggregation of unfolded ricin A Chain",,,,,"2,100.00",,
,"PMC3685327",,"Portland Press","Biochemical Society (UK)","0300-5127",,"Biochemical Society Transactions","Hybrid","CHD4 in the DNA-damage response and cell-cycle progression: not so NuRDy now",,,,,"2,100.00",,
23653608,"PMC3694669",,"Oxford University Press",,"1367-4803",,"Bioinformatics",,"FYPO: the fission yeast phenotype ontology",,,,,"2,100.00",,
22964003,,,"Oxford University Press",,"1467-5463",,"Briefings in Bioinformatics",,"Transcription factor interplay in T helper cell differentiation",,,,,"2,100.00",,
23375993,"PMC3662891",,"Oxford University Press",,"2041-2649",,"Briefings in Functional Genomics",,"Epigenetic memory in the context of nuclear reprogramming and cancer",,,,,"2,100.00",,
23970849,"PMC3675899",,"Oxford University Press",,"0007-1420",,"British Medical Bulletin",,"Mitochondrial genetics",,,,,"2,100.00",,
24027548,"PMC3415954",,"Oxford University Press",,"1363-3554",,"History Workshop Journal",,"A marble embryo: meanings of a portrait from 1900",,,,,"2,100.00",,
23332733,,,"Oxford University Press","Oxford University Press","1460-2083",7.69,"Human Molecular Genetics","Hybrid","Altered 2-thiouridylation impairs mitochondrial translation in reversible infantile repiratory chain deficiency",,,,,"2,100.00",,
23404466,"PMC3842181","10.1093/hmg/ddt383","Oxford University Press","Oxford University Press","1460-2083",7.69,"Human Molecular Genetics","Hybrid","Armet/Manf and Creld2 are components of a specialised ER stress response provoked by inappropriate",,,"CC-BY","Yes","2,100.00","Michelle Brook",
23967012,,,"Oxford University Press","Oxford University Press","1460-2083",7.69,"Human Molecular Genetics","Hybrid","Age-associated epigenetic drift: implications, and a case of epigenetic thrift?",,,,,"2,100.00",,
22704639,,,"Oxford University Press","Oxford University Press","1460-2083",7.69,"Human Molecular Genetics","Hybrid","Folliculin interacts with p0071 (plakophilin-4) and deficiency is associated with disordered RhoA signalling, epithelial polarization and cytokinesis",,,,,"2,100.00",,
21764562,"PMC3749866",,"Oxford University Press","Oxford University Press","1460-2083",7.69,"Human Molecular Genetics","Hybrid","Genome-Wide Association Study of Primary Tooth Eruption Identifies Pleiotropic Loci Associated With Height and Craniofacial Distances",,,,,"2,100.00",,
23970860,,,"Oxford University Press","Oxford University Press","1460-2083",7.69,"Human Molecular Genetics","Hybrid","IGF-1 receptor antagonism inhibits autophagy",,,,,"2,100.00",,
,"PMC3842180",,"Oxford University Press","Oxford University Press","1460-2083",7.69,"Human Molecular Genetics","Hybrid","Myc inhibition impairs autophagosome formation",,,,,"2,100.00",,
23287458,"PMC3709586",,"Society for General Microbiology",,"0022-1317",3.13,"Journal of General Virology","Hybrid","Deletion of immunomodulator C6 from vaccine virus strain western reserve enhances virus immunogenicity and vaccine efficacy",,,,,"2,100.00","Michelle Brook",
23181064,"PMC3709636",,"Society for General Microbiology",,"0022-1317",3.13,"Journal of General Virology","Hybrid","An essential RNA element resides in a central region of hepatitis E virus ORF2",,,,,"2,100.00","Michelle Brook",
23805144,"PMC3709573",,"Society for General Microbiology",,"0022-1317",3.13,"Journal of General Virology","Hybrid","Protein B5 is required on extracellular enveloped vaccinia virus for repulsion of superinfecting virions",,,,,"2,100.00","Michelle Brook",
23024646,"PMC3709624",,"Society for General Microbiology",,"0022-1317",3.13,"Journal of General Virology","Hybrid","Mutations in hemagglutinin that affect receptor binding and pH stability increase replication of a PR8 influenza virus with H5 HA in the upper respiratory tract of ferrets and may contribute to transmissibility",,,,,"2,100.00","Michelle Brook",
23355814,"PMC3709587",,"Society for General Microbiology",,"0022-1317",3.13,"Journal of General Virology","Hybrid","The C terminus of NS5A domain II is a key determinant of hepatitis C virus genome replication, but is not required for virion assembly and release",,,,,"2,100.00","Michelle Brook",
23386834,,,"Society for General Microbiology",,"0022-1317",3.13,"Journal of General Virology","Hybrid","G8 rotaviruses with conserved genotype constellations detected in Malawi over 10 years 1 (1997-2007) display frequent gene reassortment among strains co-circulating in humans",,,,,"2,100.00","Michelle Brook",
,"PMC3542733",,"Society for General Microbiology",,"0022-1317",3.13,"Journal of General Virology","Hybrid","The small genome segment of Bunyamwera orthobunyavirus harbours a single transcription-termination signal",,,,,"2,100.00","Michelle Brook",
23316138,"PMC3709688",,"Society for General Microbiology",,"0022-1317",3.13,"Journal of General Virology","Hybrid","Establishment of a reverse genetics system for Schmallenberg virus, a newly emerged orthobunyavirus in Europe",,,,,"2,100.00","Michelle Brook",
23133414,"PMC3709824",,"Society for General Microbiology",,"1225-8873",,"Journal of Microbiology",,"Disruption of the serine/threonine protein kinase H affects phthiocerol dimycocerosates synthesis in Mycobacterium tuberculosis",,,,,"2,100.00",,
23372562,"PMC3818966",,"Oxford University Press",,"0967-0742",,"Medical Law Review",,"Nudging for health: On Public Policy & Designing Choice Architecture",,,,,"2,100.00",,
23762441,"PMC3836489",,"Society for General Microbiology",,"1350-0872",2.85,"Microbiology","Hybrid","A synthetic system for expression of components of a bacterial microcompartment.",,,,,"2,100.00","Michelle Brook",
